vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total
23650.29,23011.49,3011.49,15.06,IPCA,0.0222,8.81,21762.69,LCI/LCA IPCA + 6.0%,11.76,210000.0,7.27
27906.0,26720.1,6720.1,33.6,PRÉ,0.0222,18.27,23654.43,LCI/LCA 10.0% PRÉ,11.76,180000.0,11.76
8637.3,8091.71,3091.71,61.83,PRÉ,0.0222,31.71,6585.29,LCI/LCA 10.0% PRÉ,11.76,140000.0,11.76
31149.12,29476.75,9476.75,47.38,PRÉ,0.0222,25.03,25006.09,LCI/LCA 9.99% PRÉ,11.75,160000.0,11.75
1394.93,1335.69,335.69,33.57,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.99% PRÉ,11.75,180000.0,11.75
2169.66,1994.21,994.21,99.42,PRÉ,0.0222,47.78,1477.78,LCI/LCA 9.99% PRÉ,11.75,120000.0,11.75
23646.97,23008.75,3008.75,15.04,IPCA,0.0222,8.81,21762.69,LCI/LCA IPCA + 5.99%,11.75,210000.0,7.26
1179.25,1147.88,147.88,14.79,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.69% PRÉ,11.75,210000.0,11.75
1247.71,1210.55,210.55,21.05,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.99% PRÉ,11.75,200000.0,11.75
1738.92,1628.08,628.08,62.81,PRÉ,0.0222,32.17,1321.75,LCI/LCA 9.99% PRÉ,11.75,140000.0,11.75
1394.93,1335.69,335.69,33.57,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.99% PRÉ,11.75,180000.0,11.75
1557.46,1473.84,473.84,47.38,PRÉ,0.0222,25.03,1250.3,LCI/LCA 9.99% PRÉ,11.75,160000.0,11.75
1394.93,1335.69,335.69,33.57,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.99% PRÉ,11.75,180000.0,11.75
1247.71,1210.55,210.55,21.05,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.99% PRÉ,11.75,200000.0,11.75
1179.25,1147.88,147.88,14.79,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.69% PRÉ,11.75,210000.0,11.75
1557.46,1473.84,473.84,47.38,PRÉ,0.0222,25.03,1250.3,LCI/LCA 9.99% PRÉ,11.75,160000.0,11.75
1738.92,1628.08,628.08,62.81,PRÉ,0.0222,32.17,1321.75,LCI/LCA 9.99% PRÉ,11.75,140000.0,11.75
62385.28,60527.49,10527.49,21.05,PRÉ,0.0222,11.8,55902.3,LCI/LCA 9.99% PRÉ,11.75,200000.0,11.75
1237.78,1237.78,64.81,5.53,PRÉ,0.0222,2.75,1205.21,CDB 15.16% PRÉ,11.75,240000.0,11.75
1222.02,1222.02,67.05,5.81,PRÉ,0.0222,2.89,1188.31,CDB 14.69% PRÉ,11.75,240000.0,11.75
1264.38,1264.38,146.82,13.14,PRÉ,0.0222,6.42,1189.32,CDB 14.24% PRÉ,11.75,220000.0,11.75
1170.65,1170.65,171.35,17.15,PRÉ,0.0222,8.31,1082.3,CDB 14.24% PRÉ,11.75,210000.0,11.75
5140.7,5140.7,140.7,2.81,PRÉ,0.0222,1.41,5070.27,CDB 15.15% PRÉ,11.74,240000.0,11.74
52830.29,52830.29,2830.29,5.66,PRÉ,0.0222,2.81,51403.96,CDB 14.67% PRÉ,11.74,240000.0,11.74
2258.99,2258.99,1253.56,124.68,IPCA,0.0222,50.46,1512.79,CDB IPCA + 8.53%,11.74,110000.0,7.25
8629.71,8085.25,3085.25,61.7,PRÉ,0.0222,31.71,6585.29,LCI/LCA 9.98% PRÉ,11.74,140000.0,11.74
2086.49,2086.49,1057.93,102.86,IPCA,0.0222,42.9,1469.81,CDB IPCA + 8.53%,11.74,120000.0,7.25
2842.0,2842.0,1828.88,180.52,IPCA,0.0222,68.3,1705.06,CDB 8.53%,11.74,89000.0,7.25
2259.76,2259.76,1243.75,122.41,IPCA,0.0222,49.7,1520.92,CDB 8.53%,11.74,110000.0,7.25
1471.08,1441.22,119.45,9.04,IPCA,0.0222,5.55,1395.13,LCI/LCA IPCA + 5.8%,11.74,220000.0,7.25
1470.2,1440.35,119.37,9.04,IPCA,0.0222,5.55,1394.29,LCI/LCA IPCA + 5.8%,11.74,220000.0,7.25
1224.42,1185.14,185.14,18.51,PRÉ,0.0222,10.77,1107.66,LCI/LCA 9.68% PRÉ,11.73,200000.0,11.73
15544.21,14712.58,4712.58,47.13,PRÉ,0.0222,24.88,12488.24,LCI/LCA 9.96% PRÉ,11.72,160000.0,11.72
1243.21,1206.72,206.72,20.67,PRÉ,0.0222,11.63,1116.31,LCI/LCA 9.96% PRÉ,11.72,200000.0,11.72
1243.21,1206.72,206.72,20.67,PRÉ,0.0222,11.63,1116.31,LCI/LCA 9.96% PRÉ,11.72,200000.0,11.72
4303.51,4303.51,3047.59,242.66,IPCA,0.0222,86.38,2340.73,CDB IPCA + 8.51%,11.72,73000.0,7.23
26396.38,25436.92,5436.92,27.18,PRÉ,0.0222,15.08,23016.48,LCI/LCA 9.94% PRÉ,11.7,190000.0,11.7
12427.68,12063.53,2063.53,20.64,PRÉ,0.0222,11.63,11163.08,LCI/LCA 9.94% PRÉ,11.7,200000.0,11.7
1722.91,1614.47,614.47,61.45,PRÉ,0.0222,31.71,1317.06,LCI/LCA 9.94% PRÉ,11.7,150000.0,11.7
10554.91,10554.91,554.91,5.55,PRÉ,0.0222,2.77,10277.17,CDB 15.1% PRÉ,11.7,240000.0,11.7
1116.55,1116.55,116.55,11.65,CDI,0.0222,5.74,1057.38,CDB 104.85% CDI,11.7,220000.0,86.5
1116.55,1116.55,116.55,11.65,CDI,0.0222,5.74,1057.38,CDB 104.85% CDI,11.7,220000.0,86.5
1246.59,1209.6,209.6,20.96,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.94% PRÉ,11.7,200000.0,11.7
11815.75,11497.99,1497.99,14.98,PRÉ,0.0222,8.81,10881.35,LCI/LCA 9.65% PRÉ,11.7,210000.0,11.7
1246.59,1209.6,209.6,20.96,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.94% PRÉ,11.7,200000.0,11.7
1037.58,1037.58,37.58,3.76,CDI,0.0222,1.88,1018.85,CDB 111.61% CDI,11.7,240000.0,86.5
1246.59,1209.6,209.6,20.96,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.94% PRÉ,11.7,200000.0,11.7
1037.58,1037.58,37.58,3.76,CDI,0.0222,1.88,1018.85,CDB 111.61% CDI,11.7,240000.0,86.5
7722.37,7314.01,2314.01,46.28,PRÉ,0.0222,24.61,6230.71,LCI/LCA 9.94% PRÉ,11.7,160000.0,11.7
6219.3,6036.41,1036.41,20.73,PRÉ,0.0222,11.68,5584.02,LCI/LCA 9.94% PRÉ,11.7,200000.0,11.7
6940.86,6649.73,1649.73,32.99,PRÉ,0.0222,18.06,5903.1,LCI/LCA 9.94% PRÉ,11.7,180000.0,11.7
9680.83,8978.7,3978.7,79.57,PRÉ,0.0222,39.6,6980.17,LCI/LCA 0.0% PRÉ,11.69,130000.0,11.69
3394.35,3394.35,2401.54,241.89,IPCA,0.0222,86.46,1851.18,CDB IPCA + 8.47%,11.69,73000.0,7.2
2215.61,2215.61,1141.09,106.19,IPCA,0.0222,44.3,1550.59,CDB IPCA + 8.47%,11.69,120000.0,7.2
1612.38,1612.38,663.97,70.01,IPCA,0.0222,30.86,1241.08,CDB IPCA + 117.65%,11.69,150000.0,7.2
12463.72,12094.16,2094.16,20.94,PRÉ,0.0222,11.8,11180.46,LCI/LCA 9.94% PRÉ,11.69,200000.0,11.69
3394.54,3394.54,2401.24,241.74,IPCA,0.0222,86.42,1851.68,CDB IPCA + 8.47%,11.69,73000.0,7.2
2257.03,2257.03,1248.61,123.82,IPCA,0.0222,50.43,1516.95,CDB 8.47%,11.69,110000.0,7.2
2644.4,2644.4,1615.81,157.09,IPCA,0.0222,61.37,1659.89,CDB 8.47%,11.69,97000.0,7.2
6212.75,6030.84,1030.84,20.62,PRÉ,0.0222,11.63,5581.54,LCI/LCA 9.94% PRÉ,11.69,200000.0,11.69
13923.1,13334.63,3334.63,33.35,PRÉ,0.0222,18.21,11820.62,LCI/LCA 0.0% PRÉ,11.68,180000.0,11.68
6233.48,6048.46,1048.46,20.97,PRÉ,0.0222,11.83,5591.47,LCI/LCA 9.93% PRÉ,11.68,200000.0,11.68
1055.35,1055.35,55.35,5.54,PRÉ,0.0222,2.77,1027.72,CDB 15.06% PRÉ,11.67,240000.0,11.67
6235.09,6049.83,1049.83,21.0,PRÉ,0.0222,11.85,5592.72,LCI/LCA 9.92% PRÉ,11.67,200000.0,11.67
2951.11,2701.02,1417.18,110.39,IPCA,0.0222,52.58,1958.94,LCI/LCA IPCA + 6.1%,11.67,110000.0,7.18
27831.26,26656.57,6656.57,33.28,PRÉ,0.0222,18.27,23654.43,LCI/LCA 9.91% PRÉ,11.66,180000.0,11.66
1390.95,1332.31,332.31,33.23,PRÉ,0.0222,18.25,1182.46,LCI/LCA 9.91% PRÉ,11.66,180000.0,11.66
7711.51,7304.78,2304.78,46.1,PRÉ,0.0222,24.61,6230.71,LCI/LCA 9.91% PRÉ,11.66,160000.0,11.66
1553.94,1470.85,470.85,47.09,PRÉ,0.0222,25.02,1250.21,LCI/LCA 9.9% PRÉ,11.65,160000.0,11.65
2162.77,1988.36,988.36,98.84,PRÉ,0.0222,47.82,1478.15,LCI/LCA 9.9% PRÉ,11.65,120000.0,11.65
5570.31,5470.5,470.5,9.41,PRÉ,0.0222,5.62,5281.22,LCI/LCA 0.0% PRÉ,11.65,220000.0,11.65
13845.14,13268.36,3268.36,32.68,PRÉ,0.0222,17.98,11798.33,LCI/LCA 9.9% PRÉ,11.65,180000.0,11.65
1731.19,1621.51,621.51,62.15,PRÉ,0.0222,32.17,1321.75,LCI/LCA 9.9% PRÉ,11.65,140000.0,11.65
1551.91,1469.12,469.12,46.91,PRÉ,0.0222,25.03,1250.3,LCI/LCA 9.9% PRÉ,11.65,160000.0,11.65
1551.91,1469.12,469.12,46.91,PRÉ,0.0222,25.03,1250.3,LCI/LCA 9.9% PRÉ,11.65,160000.0,11.65
1731.19,1621.51,621.51,62.15,PRÉ,0.0222,32.17,1321.75,LCI/LCA 9.9% PRÉ,11.65,140000.0,11.65
69559.47,66625.55,16625.55,33.25,PRÉ,0.0222,18.27,59136.08,LCI/LCA 9.9% PRÉ,11.65,180000.0,11.65
30835.18,29209.9,9209.9,46.05,PRÉ,0.0222,24.61,24922.86,LCI/LCA 9.9% PRÉ,11.65,160000.0,11.65
1177.53,1146.46,146.46,14.65,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.6% PRÉ,11.64,210000.0,11.64
8659.64,8110.69,3110.69,62.21,PRÉ,0.0222,32.23,6611.69,LCI/LCA 9.89% PRÉ,11.64,140000.0,11.64
10373.85,10373.85,373.85,3.74,PRÉ,0.0222,1.88,10188.47,CDB 15.02% PRÉ,11.64,240000.0,11.64
1931.84,1792.06,792.06,79.21,PRÉ,0.0222,39.79,1397.9,LCI/LCA 9.89% PRÉ,11.64,130000.0,11.64
9155.84,7951.85,6822.57,604.15,IPCA,0.0222,189.87,3273.43,LCI/LCA IPCA + 6.09%,11.64,31000.0,7.16
3388.38,3388.38,2392.76,240.33,IPCA,0.0222,86.42,1856.01,CDB IPCA + 8.42%,11.64,73000.0,7.16
52783.77,52783.77,2783.77,5.57,PRÉ,0.0222,2.79,51397.28,CDB 14.55% PRÉ,11.64,240000.0,11.64
4365.88,4365.88,3362.88,335.28,IPCA,0.0222,111.27,2119.02,CDB IPCA + 8.42%,11.64,57000.0,7.16
2552.24,2552.24,1449.73,131.49,IPCA,0.0222,53.3,1690.12,CDB IPCA + 8.41%,11.63,110000.0,7.15
2894.23,2894.23,1935.96,202.03,IPCA,0.0222,75.52,1681.94,CDB IPCA + 8.41%,11.63,83000.0,7.15
2558.74,2558.74,1483.42,137.95,IPCA,0.0222,55.46,1671.69,CDB IPCA + 8.41%,11.63,110000.0,7.15
11805.2,11489.29,1489.29,14.89,IPCA,0.0222,8.81,10881.35,LCI/LCA IPCA + 5.9%,11.63,210000.0,7.15
5143.95,5143.95,143.95,2.88,CDI,0.0222,1.46,5072.76,CDB 110.97% CDI,11.63,240000.0,86.0
1028.79,1028.79,28.79,2.88,CDI,0.0222,1.46,1014.55,CDB 110.97% CDI,11.63,240000.0,86.0
11805.2,11489.29,1489.29,14.89,IPCA,0.0222,8.81,10881.35,LCI/LCA IPCA + 5.9%,11.63,210000.0,7.15
52828.19,52828.19,2828.19,5.66,CDI,0.0222,2.84,51420.13,CDB 107.5% CDI,11.63,240000.0,86.0
1027.89,1027.89,27.89,2.79,CDI,0.0222,1.41,1014.1,CDB 110.97% CDI,11.63,240000.0,86.0
1027.89,1027.89,27.89,2.79,CDI,0.0222,1.41,1014.1,CDB 110.97% CDI,11.63,240000.0,86.0
2214.0,2214.0,1136.5,105.48,IPCA,0.0222,44.27,1554.53,CDB 8.41%,11.63,120000.0,7.15
1027892.87,1027892.87,27892.87,2.79,CDI,0.0222,1.41,1014101.89,CDB 110.97% CDI,11.63,240000.0,86.0
1383880.11,1383880.11,383880.11,38.39,CDI,0.0222,17.98,1179833.43,CDB 101.18% CDI,11.63,180000.0,86.0
1055.63,1055.63,55.63,5.56,PRÉ,0.0222,2.79,1027.95,CDB 14.54% PRÉ,11.63,240000.0,11.63
1540.67,1459.57,459.57,45.96,PRÉ,0.0222,24.61,1246.14,LCI/LCA 9.89% PRÉ,11.63,160000.0,11.63
10555.82,10555.82,555.82,5.56,PRÉ,0.0222,2.79,10279.46,CDB 14.52% PRÉ,11.62,240000.0,11.62
1037.29,1037.29,37.29,3.73,PRÉ,0.0222,1.88,1018.85,CDB 14.98% PRÉ,11.61,240000.0,11.61
1731.1,1621.43,621.43,62.14,PRÉ,0.0222,32.2,1321.99,LCI/LCA 9.86% PRÉ,11.6,140000.0,11.6
1931.9,1792.12,792.12,79.21,PRÉ,0.0222,39.79,1397.89,LCI/LCA 9.86% PRÉ,11.6,130000.0,11.6
5277.45,5277.45,277.45,5.55,PRÉ,0.0222,2.79,5139.26,CDB 0.0% PRÉ,11.6,240000.0,11.6
62218.58,60385.79,10385.79,20.77,PRÉ,0.0222,11.8,55902.3,LCI/LCA 9.86% PRÉ,11.6,200000.0,11.6
1055.03,1055.03,55.03,5.5,PRÉ,0.0222,2.77,1027.72,CDB 14.97% PRÉ,11.6,240000.0,11.6
15390.48,14581.91,4581.91,45.82,PRÉ,0.0222,24.61,12461.43,LCI/LCA 9.86% PRÉ,11.6,160000.0,11.6
5139.09,5139.09,139.09,2.78,PRÉ,0.0222,1.41,5070.51,CDB 14.97% PRÉ,11.6,240000.0,11.6
20556.35,20556.35,556.35,2.78,PRÉ,0.0222,1.41,20282.04,CDB 14.97% PRÉ,11.6,240000.0,11.6
1389.32,1330.93,330.93,33.09,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.86% PRÉ,11.6,180000.0,11.6
1727.33,1618.23,618.23,61.82,PRÉ,0.0222,32.17,1321.75,LCI/LCA 9.86% PRÉ,11.6,140000.0,11.6
1727.33,1618.23,618.23,61.82,PRÉ,0.0222,32.17,1321.75,LCI/LCA 9.86% PRÉ,11.6,140000.0,11.6
1389.32,1330.93,330.93,33.09,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.86% PRÉ,11.6,180000.0,11.6
1713.36,1713.36,711.14,70.96,IPCA,0.0222,31.47,1317.64,CDB IPCA + 8.38%,11.6,150000.0,7.12
5186.15,5186.15,186.15,3.72,PRÉ,0.0222,1.88,5093.92,CDB 0.0% PRÉ,11.59,240000.0,11.59
10277.95,10277.95,277.95,2.78,PRÉ,0.0222,1.41,10141.02,CDB 14.95% PRÉ,11.59,240000.0,11.59
1178.64,1147.37,147.37,14.74,PRÉ,0.0222,8.73,1087.35,LCI/LCA 0.0% PRÉ,11.58,210000.0,11.58
1998.86,1998.86,860.7,75.62,IPCA,0.0222,33.36,1517.8,CDB IPCA + 8.35%,11.58,140000.0,7.1
1884.5,1884.5,782.13,70.95,IPCA,0.0222,31.53,1449.95,CDB IPCA + 8.35%,11.58,150000.0,7.1
4837.82,4837.82,3719.03,332.42,IPCA,0.0222,111.36,2364.7,CDB IPCA + 8.35%,11.58,58000.0,7.1
1669.88,1669.88,568.96,51.68,IPCA,0.0222,23.73,1362.18,CDB IPCA + 8.35%,11.58,160000.0,7.1
7921.38,7681.72,1358.04,21.48,IPCA,0.0222,12.2,7095.35,LCI/LCA IPCA + 6.03%,11.58,200000.0,7.1
14745.75,13340.02,7965.79,148.22,IPCA,0.0222,67.51,9002.64,LCI/LCA IPCA + 6.03%,11.58,91000.0,7.1
1114.85,1094.75,94.75,9.47,IPCA,0.0222,5.71,1057.14,LCI/LCA IPCA + 5.86%,11.58,220000.0,7.1
1114.85,1094.75,94.75,9.47,IPCA,0.0222,5.71,1057.14,LCI/LCA IPCA + 5.86%,11.58,220000.0,7.1
3374.91,3374.91,2377.05,238.22,IPCA,0.0222,86.42,1860.18,CDB 8.35%,11.58,74000.0,7.1
2550.41,2550.41,1444.28,130.57,IPCA,0.0222,53.26,1695.29,CDB 8.35%,11.58,110000.0,7.1
2886.66,2886.66,1926.0,200.49,IPCA,0.0222,75.48,1685.79,CDB 8.35%,11.58,83000.0,7.1
2556.48,2556.48,1477.69,136.98,IPCA,0.0222,55.43,1676.72,CDB 8.35%,11.58,110000.0,7.1
13869.99,13289.49,3289.49,32.89,PRÉ,0.0222,18.15,11815.39,LCI/LCA 9.83% PRÉ,11.57,180000.0,11.57
5879.6,5725.67,725.67,14.51,PRÉ,0.0222,8.61,5430.72,LCI/LCA 0.0% PRÉ,11.57,210000.0,11.57
12584.13,12196.51,2196.51,21.97,IPCA,0.0222,12.48,11247.76,LCI/LCA IPCA + 6.03%,11.57,200000.0,7.09
1244.56,1207.88,207.88,20.79,PRÉ,0.0222,11.81,1118.13,LCI/LCA 9.83% PRÉ,11.56,200000.0,11.56
19318.71,19318.71,8158.71,73.11,IPCA,0.0222,32.32,14766.47,LCI/LCA IPCA + 8.66%,11.56,140000.0,7.36
10263.12,10263.12,5083.12,98.13,IPCA,0.0222,41.75,7342.84,LCI/LCA IPCA + 8.66%,11.56,130000.0,7.36
1027.73,1027.73,27.73,2.77,PRÉ,0.0222,1.41,1014.1,CDB 14.92% PRÉ,11.56,240000.0,11.56
5563.49,5450.79,450.79,9.02,PRÉ,0.0222,5.62,5281.01,LCI/LCA 9.25% PRÉ,11.56,220000.0,11.56
1056.68,1056.68,56.68,5.67,CDI,0.0222,2.86,1028.63,CDB 106.88% CDI,11.56,240000.0,85.5
770796.38,770796.38,20796.38,2.77,CDI,0.0222,1.41,760576.42,CDB 110.32% CDI,11.56,240000.0,85.5
1035951.85,1035951.85,285951.85,38.13,CDI,0.0222,17.98,884875.07,CDB 100.59% CDI,11.56,180000.0,85.5
27624.42,26480.76,6480.76,32.4,PRÉ,0.0222,17.98,23596.67,LCI/LCA 9.83% PRÉ,11.56,180000.0,11.56
6907.27,6621.18,1621.18,32.42,PRÉ,0.0222,17.94,5897.23,LCI/LCA 0.0% PRÉ,11.55,180000.0,11.55
6202.84,6022.41,1022.41,20.45,PRÉ,0.0222,11.64,5581.97,LCI/LCA 0.0% PRÉ,11.55,200000.0,11.55
1387.46,1329.34,329.34,32.93,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.82% PRÉ,11.55,180000.0,11.55
1546.37,1464.41,464.41,46.44,PRÉ,0.0222,25.03,1250.3,LCI/LCA 9.82% PRÉ,11.55,160000.0,11.55
1387.46,1329.34,329.34,32.93,PRÉ,0.0222,18.27,1182.72,LCI/LCA 9.82% PRÉ,11.55,180000.0,11.55
1546.37,1464.41,464.41,46.44,PRÉ,0.0222,25.03,1250.3,LCI/LCA 9.82% PRÉ,11.55,160000.0,11.55
6904.28,6618.64,1618.64,32.37,PRÉ,0.0222,17.98,5899.17,LCI/LCA 9.82% PRÉ,11.55,180000.0,11.55
6867.69,6867.69,5684.84,480.61,IPCA,0.0222,146.29,2913.21,CDB IPCA + 8.32%,11.55,43000.0,7.07
1387.69,1329.54,329.54,32.95,PRÉ,0.0222,18.23,1182.32,LCI/LCA 9.81% PRÉ,11.54,180000.0,11.54
1547.83,1465.65,465.65,46.56,PRÉ,0.0222,25.02,1250.21,LCI/LCA 9.81% PRÉ,11.54,160000.0,11.54
14636.68,13941.18,3941.18,39.41,PRÉ,0.0222,21.5,12149.84,LCI/LCA 9.81% PRÉ,11.54,170000.0,11.54
11768.24,11458.8,1458.8,14.59,PRÉ,0.0222,8.69,10868.66,LCI/LCA 9.51% PRÉ,11.53,210000.0,11.53
3350.18,3350.18,2368.18,241.16,IPCA,0.0222,87.36,1839.83,LCI/LCA IPCA + 8.62%,11.53,73000.0,7.33
1957.28,1957.28,935.45,91.55,IPCA,0.0222,39.6,1426.51,CDB IPCA + 8.29%,11.53,130000.0,7.05
2005.72,2005.72,930.57,86.55,IPCA,0.0222,37.72,1480.72,CDB IPCA + 8.29%,11.53,130000.0,7.05
1881.07,1881.07,726.89,62.98,IPCA,0.0222,28.5,1483.08,CDB IPCA + 8.29%,11.53,150000.0,7.05
37860.84,37860.84,27388.73,261.54,IPCA,0.0222,93.42,20255.58,CDB IPCA + 8.29%,11.53,69000.0,7.05
4146.8,4146.8,3090.41,292.54,IPCA,0.0222,101.77,2131.46,CDB IPCA + 8.29%,11.53,64000.0,7.05
3878.73,3878.73,2842.42,274.28,IPCA,0.0222,96.89,2040.43,CDB IPCA + 8.29%,11.53,67000.0,7.05
12433.49,12068.47,2068.47,20.68,IPCA,0.0222,11.83,11182.95,LCI/LCA IPCA + 5.99%,11.53,200000.0,7.05
1535.26,1454.97,454.97,45.5,PRÉ,0.0222,24.61,1246.14,LCI/LCA 9.8% PRÉ,11.53,160000.0,11.53
11788.59,11475.59,1475.59,14.76,IPCA,0.0222,8.81,10881.35,LCI/LCA IPCA + 82.5%,11.53,210000.0,7.05
1911.89,1911.89,849.54,79.97,IPCA,0.0222,35.21,1436.36,CDB IPCA + 117.65%,11.53,140000.0,7.05
2766.74,2766.74,1482.81,115.49,IPCA,0.0222,48.3,1904.12,CDB IPCA + 117.65%,11.53,120000.0,7.05
1243.36,1206.85,206.85,20.69,PRÉ,0.0222,11.83,1118.29,LCI/LCA 9.8% PRÉ,11.53,200000.0,11.53
12433.49,12068.47,2068.47,20.68,IPCA,0.0222,11.83,11182.95,LCI/LCA IPCA + 5.99%,11.53,200000.0,7.05
62167.78,60342.61,10342.61,20.69,PRÉ,0.0222,11.83,55914.73,LCI/LCA 9.8% PRÉ,11.53,200000.0,11.53
4824.78,4824.78,3701.53,329.54,IPCA,0.0222,111.32,2373.59,CDB 8.29%,11.53,58000.0,7.05
11783.49,11471.38,1471.38,14.71,IPCA,0.0222,8.79,10878.93,LCI/LCA IPCA + 5.82%,11.53,210000.0,7.05
12388.38,12030.12,2030.12,20.3,PRÉ,0.0222,11.63,11163.08,LCI/LCA 9.79% PRÉ,11.52,200000.0,11.52
12423.73,12060.17,2060.17,20.6,PRÉ,0.0222,11.76,11176.32,LCI/LCA 0.0% PRÉ,11.51,200000.0,11.51
1175.49,1144.78,144.78,14.48,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.5% PRÉ,11.51,210000.0,11.51
1175.49,1144.78,144.78,14.48,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.5% PRÉ,11.51,210000.0,11.51
2620.02,2384.87,1332.47,126.61,IPCA,0.0222,59.84,1682.15,LCI/LCA IPCA + 5.98%,11.51,100000.0,7.03
8601.89,8061.61,3061.61,61.23,PRÉ,0.0222,32.08,6604.09,LCI/LCA 0.0% PRÉ,11.5,150000.0,11.5
7718.03,7310.33,2310.33,46.21,PRÉ,0.0222,25.03,6251.52,LCI/LCA 9.78% PRÉ,11.5,160000.0,11.5
1242.15,1205.83,205.83,20.58,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.78% PRÉ,11.5,200000.0,11.5
1242.15,1205.83,205.83,20.58,PRÉ,0.0222,11.8,1118.05,LCI/LCA 9.78% PRÉ,11.5,200000.0,11.5
2555.16,2555.16,1470.56,135.59,IPCA,0.0222,55.43,1685.74,CDB IPCA + 8.26%,11.5,110000.0,7.02
12384.01,12026.41,2026.41,20.26,PRÉ,0.0222,11.63,11163.08,LCI/LCA 9.78% PRÉ,11.5,200000.0,11.5
68.95,66.11,16.11,32.22,PRÉ,0.0222,17.98,58.99,LCI/LCA 9.78% PRÉ,11.5,180000.0,11.5
1026.23,1026.23,26.23,2.62,PRÉ,0.0222,1.34,1013.38,CDB 14.83% PRÉ,11.49,240000.0,11.49
1175.18,1144.52,144.52,14.45,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.48% PRÉ,11.49,210000.0,11.49
1175.18,1144.52,144.52,14.45,PRÉ,0.0222,8.67,1086.68,LCI/LCA 9.48% PRÉ,11.49,210000.0,11.49
2055.13,2055.13,55.13,2.76,CDI,0.0222,1.41,2028.2,CDB 109.68% CDI,11.49,240000.0,85.0
1027.56,1027.56,27.56,2.76,CDI,0.0222,1.41,1014.1,CDB 109.68% CDI,11.49,240000.0,85.0
1177.21,1146.2,146.2,14.62,PRÉ,0.0222,8.77,1087.65,LCI/LCA 9.48% PRÉ,11.49,210000.0,11.49
1720.35,1612.3,612.3,61.23,PRÉ,0.0222,32.23,1322.34,LCI/LCA 9.77% PRÉ,11.49,150000.0,11.49
10275.64,10275.64,275.64,2.76,PRÉ,0.0222,1.41,10141.02,CDB 14.83% PRÉ,11.49,240000.0,11.49
1054.98,1054.98,54.98,5.5,CDI,0.0222,2.79,1027.95,CDB 106.25% CDI,11.49,240000.0,85.0
1054.98,1054.98,54.98,5.5,CDI,0.0222,2.79,1027.95,CDB 106.25% CDI,11.49,240000.0,85.0
313658.55,313658.55,46870.9,17.57,CDI,0.0222,8.69,289978.42,CDB 103.03% CDI,11.49,210000.0,85.0
1054.98,1054.98,54.98,5.5,CDI,0.0222,2.79,1027.95,CDB 106.25% CDI,11.49,240000.0,85.0
1054.98,1054.98,54.98,5.5,CDI,0.0222,2.79,1027.95,CDB 106.25% CDI,11.49,240000.0,85.0
1054.98,1054.98,54.98,5.5,CDI,0.0222,2.79,1027.95,CDB 106.25% CDI,11.49,240000.0,85.0
1054.98,1054.98,54.98,5.5,CDI,0.0222,2.79,1027.95,CDB 106.25% CDI,11.49,240000.0,85.0
313658.55,313658.55,46870.9,17.57,CDI,0.0222,8.69,289978.42,CDB 103.03% CDI,11.49,210000.0,85.0
513782.09,513782.09,13782.09,2.76,CDI,0.0222,1.41,507050.94,CDB 109.68% CDI,11.49,240000.0,85.0
689331.54,689331.54,189331.54,37.87,CDI,0.0222,17.98,589916.71,CDB 100.0% CDI,11.49,180000.0,85.0
6190.91,6012.28,1012.28,20.25,PRÉ,0.0222,11.63,5581.54,LCI/LCA 9.77% PRÉ,11.49,200000.0,11.49
4726.96,4726.96,3687.16,354.6,IPCA,0.0222,118.29,2269.73,CDB IPCA + 8.24%,11.48,55000.0,7.0
1607.67,1607.67,554.04,52.58,IPCA,0.0222,24.34,1310.06,CDB IPCA + 8.24%,11.48,160000.0,7.0
1596.19,1596.19,411.77,34.77,IPCA,0.0222,16.63,1381.36,CDB IPCA + 8.24%,11.48,190000.0,7.0
1178.03,1146.87,146.87,14.69,IPCA,0.0222,8.81,1088.13,LCI/LCA IPCA + 82.5%,11.48,210000.0,7.0
1955.88,1955.88,931.5,90.93,IPCA,0.0222,39.57,1429.76,CDB 8.24%,11.48,130000.0,7.0
3866.42,3866.42,2827.1,272.01,IPCA,0.0222,96.85,2045.91,CDB 8.24%,11.48,67000.0,7.0
