vb,vl,vrl,prlt,idx,rpd,rpp,vpp,teq,tt,am,total
102752.24,94839.4,44839.4,89.68,CDI,0.0222,31.71,65852.86,LCI/LCA 97.33% CDI,15.78,120000.0,114.5
3081.71,2919.46,919.46,45.97,CDI,0.0222,17.98,2359.67,LCI/LCA 97.28% CDI,15.77,160000.0,114.45
8863.86,8284.28,3284.28,65.69,CDI,0.0222,24.53,6226.56,LCI/LCA 97.11% CDI,15.74,140000.0,114.25
10235.3,9450.01,4450.01,89.0,CDI,0.0222,31.59,6579.43,LCI/LCA 97.11% CDI,15.74,120000.0,114.25
1932.3,1932.3,874.84,82.73,CDI,0.0215,25.15,1323.4,CDB CDI + 2.12%,15.7,140000.0,1.8
1932.3,1932.3,874.84,82.73,CDI,0.0215,25.15,1323.4,CDB CDI + 2.12%,15.7,140000.0,1.8
1546.27,1464.33,464.33,46.43,CDI,0.0222,18.15,1181.54,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
2073.65,1912.6,912.6,91.26,CDI,0.0222,32.2,1321.99,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
1792.2,1673.37,673.37,67.34,CDI,0.0222,25.02,1250.21,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
10237.04,9451.48,4451.48,89.03,CDI,0.0222,31.56,6577.81,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
2052.15,1894.33,894.33,89.43,CDI,0.0222,31.67,1316.73,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
2067.65,1907.51,907.51,90.75,CDI,0.0222,32.05,1320.52,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
1788.06,1669.85,669.85,66.98,CDI,0.0222,24.91,1249.1,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
7695.66,7291.31,2291.31,45.83,CDI,0.0222,17.94,5897.23,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1773.63,1657.58,657.58,65.76,CDI,0.0222,24.52,1245.23,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
12416.95,11993.98,1993.98,19.94,CDI,0.0222,8.67,10866.84,LCI/LCA 94.05% CDI,15.7,200000.0,114.0
154.0,145.9,45.9,45.9,CDI,0.0222,18.04,118.04,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
16527.03,15547.98,5547.98,55.48,CDI,0.0222,21.28,12128.05,LCI/LCA 96.9% CDI,15.7,150000.0,114.0
15382.4,14575.04,4575.04,45.75,CDI,0.0222,17.98,11798.33,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
17736.29,16575.85,6575.85,65.76,CDI,0.0222,24.61,12461.43,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
1.24,1.2,0.2,20.0,CDI,0.0222,8.67,1.09,LCI/LCA 94.05% CDI,15.7,200000.0,114.0
1433.36,1368.36,368.36,36.84,CDI,0.0222,14.83,1148.27,LCI/LCA 96.9% CDI,15.7,170000.0,114.0
2048.59,1891.3,891.3,89.13,CDI,0.0222,31.71,1317.06,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
2390.96,2182.32,1182.32,118.23,CDI,0.0222,39.76,1397.59,LCI/LCA 96.9% CDI,15.7,100000.0,114.0
2763.23,2498.75,1498.75,149.88,CDI,0.0222,47.74,1477.45,LCI/LCA 96.9% CDI,15.7,90000.0,114.0
7740.33,7329.28,2329.28,46.59,CDI,0.0222,18.27,5913.61,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
2048.59,1891.3,891.3,89.13,CDI,0.0222,31.71,1317.06,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
2050.97,1893.32,893.32,89.33,CDI,0.0222,31.76,1317.64,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
2068.85,1908.52,908.52,90.85,CDI,0.0222,32.2,1322.04,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
7682.3,7279.96,2279.96,45.6,CDI,0.0222,17.93,5896.55,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1441.68,1375.43,375.43,37.54,CDI,0.0222,15.08,1150.82,LCI/LCA 96.9% CDI,15.7,170000.0,114.0
2390.96,2182.32,1182.32,118.23,CDI,0.0222,39.76,1397.59,LCI/LCA 96.9% CDI,15.7,100000.0,114.0
1538.24,1457.5,457.5,45.75,CDI,0.0222,17.98,1179.83,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1548.07,1465.86,465.86,46.59,CDI,0.0222,18.27,1182.72,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1789.1,1670.73,670.73,67.07,CDI,0.0222,25.03,1250.3,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
1548.07,1465.86,465.86,46.59,CDI,0.0222,18.27,1182.72,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1337.18,1286.61,286.61,28.66,CDI,0.0222,11.8,1118.05,LCI/LCA 96.9% CDI,15.7,190000.0,114.0
1241.69,1199.4,199.4,19.94,CDI,0.0222,8.67,1086.68,LCI/LCA 94.05% CDI,15.7,200000.0,114.0
2067.65,1907.51,907.51,90.75,CDI,0.0222,32.17,1321.75,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
2067.65,1907.51,907.51,90.75,CDI,0.0222,32.17,1321.75,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
1548.07,1465.86,465.86,46.59,CDI,0.0222,18.27,1182.72,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1548.07,1465.86,465.86,46.59,CDI,0.0222,18.27,1182.72,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1241.69,1199.4,199.4,19.94,CDI,0.0222,8.67,1086.68,LCI/LCA 94.05% CDI,15.7,200000.0,114.0
2067.65,1907.51,907.51,90.75,CDI,0.0222,32.17,1321.75,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
1789.1,1670.73,670.73,67.07,CDI,0.0222,25.03,1250.3,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
1548.07,1465.86,465.86,46.59,CDI,0.0222,18.27,1182.72,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1548.07,1465.86,465.86,46.59,CDI,0.0222,18.27,1182.72,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
2067.65,1907.51,907.51,90.75,CDI,0.0222,32.17,1321.75,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
1337.18,1286.61,286.61,28.66,CDI,0.0222,11.8,1118.05,LCI/LCA 96.9% CDI,15.7,190000.0,114.0
1541.81,1460.54,460.54,46.05,CDI,0.0222,18.09,1180.88,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
13317.77,12820.1,2820.1,28.2,CDI,0.0222,11.63,11163.08,LCI/LCA 96.9% CDI,15.7,190000.0,114.0
1331.78,1282.01,282.01,28.2,CDI,0.0222,11.63,1116.31,LCI/LCA 96.9% CDI,15.7,190000.0,114.0
15382.4,14575.04,4575.04,45.75,CDI,0.0222,17.98,11798.33,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
10242.96,9456.52,4456.52,89.13,CDI,0.0222,31.71,6585.29,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
8868.15,8287.92,3287.92,65.76,CDI,0.0222,24.61,6230.71,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
10242.96,9456.52,4456.52,89.13,CDI,0.0222,31.71,6585.29,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
89454.77,83536.56,33536.56,67.07,CDI,0.0222,25.03,62515.23,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
153.91,145.83,45.83,45.83,CDI,0.0222,18.01,118.01,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1538.24,1457.5,457.5,45.75,CDI,0.0222,17.98,1179.83,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
2048.59,1891.3,891.3,89.13,CDI,0.0222,31.71,1317.06,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
1432.53,1367.65,367.65,36.77,CDI,0.0222,14.8,1148.01,LCI/LCA 96.9% CDI,15.7,170000.0,114.0
2048.59,1891.3,891.3,89.13,CDI,0.0222,31.71,1317.06,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
2048.59,1891.3,891.3,89.13,CDI,0.0222,31.71,1317.06,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
2728.27,2469.03,1469.03,146.9,CDI,0.0222,47.02,1470.24,LCI/LCA 96.9% CDI,15.7,92000.0,114.0
2367.55,2162.42,1162.42,116.24,CDI,0.0222,39.23,1392.32,LCI/LCA 96.9% CDI,15.7,110000.0,114.0
1333.32,1283.32,283.32,28.33,CDI,0.0222,11.68,1116.8,LCI/LCA 96.9% CDI,15.7,190000.0,114.0
2050.97,1893.32,893.32,89.33,CDI,0.0222,31.76,1317.64,LCI/LCA 96.9% CDI,15.7,120000.0,114.0
8888.7,8305.4,3305.4,66.11,CDI,0.0222,24.73,6236.26,LCI/LCA 96.9% CDI,15.7,140000.0,114.0
1436.69,1371.18,371.18,37.12,CDI,0.0222,14.93,1149.29,LCI/LCA 96.9% CDI,15.7,170000.0,114.0
1540.91,1459.78,459.78,45.98,CDI,0.0222,18.06,1180.62,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1540.91,1459.78,459.78,45.98,CDI,0.0222,18.06,1180.62,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
1540.91,1459.78,459.78,45.98,CDI,0.0222,18.06,1180.62,LCI/LCA 96.9% CDI,15.7,160000.0,114.0
2545.42,2545.42,1425.49,127.28,IPCA,0.0215,35.76,1520.41,CDB IPCA + 11.02%,15.69,110000.0,9.37
2545.42,2545.42,1425.49,127.28,IPCA,0.0215,35.76,1520.41,CDB IPCA + 11.02%,15.69,110000.0,9.37
1769.18,1653.8,653.8,65.38,CDI,0.0222,24.61,1246.14,LCI/LCA 96.47% CDI,15.63,140000.0,113.5
1545.1,1463.34,463.34,46.33,CDI,0.0222,18.27,1182.72,LCI/LCA 96.47% CDI,15.63,160000.0,113.5
1545.1,1463.34,463.34,46.33,CDI,0.0222,18.27,1182.72,LCI/LCA 96.47% CDI,15.63,160000.0,113.5
1770.2,1654.67,654.67,65.47,CDI,0.0222,24.64,1246.42,LCI/LCA 96.47% CDI,15.63,140000.0,113.5
478738.8,437326.98,234666.98,115.79,CDI,0.0222,39.2,282106.57,LCI/LCA 96.39% CDI,15.61,110000.0,113.4
1438.22,1372.49,372.49,37.25,CDI,0.0222,15.08,1150.82,LCI/LCA 96.26% CDI,15.59,170000.0,113.25
7647.43,7250.32,2250.32,45.01,CDI,0.0222,17.85,5892.61,LCI/LCA 96.26% CDI,15.59,160000.0,113.25
13291.03,12797.37,2797.37,27.97,CDI,0.0222,11.63,11163.08,LCI/LCA 96.22% CDI,15.59,190000.0,113.2
3985.79,3544.73,2499.34,239.08,CDI,0.0222,67.81,1754.3,LCI/LCA 1.44% CDI,15.58,66000.0,1.7
3985.96,3544.97,2498.93,238.9,CDI,0.0222,67.78,1754.99,LCI/LCA 1.44% CDI,15.58,66000.0,1.7
1532.44,1452.58,452.58,45.26,CDI,0.0211,17.02,1170.15,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1532.44,1452.58,452.58,45.26,CDI,0.0211,17.02,1170.15,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1643.55,1547.02,547.02,54.7,CDI,0.0211,20.07,1200.69,LCI/LCA 96.05% CDI,15.56,150000.0,113.0
1543.03,1461.57,461.57,46.16,CDI,0.0222,18.23,1182.32,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
8823.69,8250.14,3250.14,65.0,CDI,0.0222,24.52,6226.16,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
1542.14,1460.82,460.82,46.08,CDI,0.0222,18.21,1182.06,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
2054.52,1896.34,896.34,89.63,CDI,0.0222,32.05,1320.52,LCI/LCA 96.05% CDI,15.56,120000.0,113.0
1542.14,1460.82,460.82,46.08,CDI,0.0222,18.21,1182.06,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1534.2,1454.07,454.07,45.41,CDI,0.0222,17.97,1179.71,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
132.92,127.98,27.98,27.98,CDI,0.0222,11.66,111.66,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
14288.45,13645.18,3645.18,36.45,CDI,0.0222,14.83,11482.69,LCI/LCA 96.05% CDI,15.56,170000.0,113.0
20357.5,18803.87,8803.87,88.04,CDI,0.0222,31.71,13170.57,LCI/LCA 96.05% CDI,15.56,120000.0,113.0
6642.17,6395.85,1395.85,27.92,CDI,0.0222,11.63,5581.54,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1328.43,1279.17,279.17,27.92,CDI,0.0222,11.63,1116.31,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1542.14,1460.82,460.82,46.08,CDI,0.0222,18.27,1182.72,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1328.43,1279.17,279.17,27.92,CDI,0.0222,11.63,1116.31,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1779.99,1662.99,662.99,66.3,CDI,0.0222,25.03,1250.3,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
2054.52,1896.34,896.34,89.63,CDI,0.0222,32.17,1321.75,LCI/LCA 96.05% CDI,15.56,120000.0,113.0
15324.42,14525.76,4525.76,45.26,CDI,0.0222,17.98,11798.33,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1532.44,1452.58,452.58,45.26,CDI,0.0222,17.98,1179.83,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
66.38,63.52,13.52,27.04,CDI,0.0222,11.61,55.8,LCI/LCA 93.22% CDI,15.56,190000.0,113.0
66.42,63.96,13.96,27.92,CDI,0.0222,11.63,55.82,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
133.45,128.44,28.44,28.44,CDI,0.0222,11.83,111.83,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1334.55,1284.36,284.36,28.44,CDI,0.0222,11.83,1118.29,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1532.44,1452.58,452.58,45.26,CDI,0.0222,17.98,1179.83,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1542.14,1460.82,460.82,46.08,CDI,0.0222,18.27,1182.72,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1328.43,1279.17,279.17,27.92,CDI,0.0222,11.63,1116.31,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1327.67,1270.33,270.33,27.03,CDI,0.0222,11.61,1116.06,LCI/LCA 93.22% CDI,15.56,190000.0,113.0
1332.25,1282.41,282.41,28.24,CDI,0.0222,11.75,1117.55,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1.54,1.46,0.46,46.0,CDI,0.0222,18.27,1.18,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1542.14,1460.82,460.82,46.08,CDI,0.0222,18.27,1182.72,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1.65,1.55,0.55,55.0,CDI,0.0222,21.28,1.21,LCI/LCA 96.05% CDI,15.56,150000.0,113.0
1779.99,1662.99,662.99,66.3,CDI,0.0222,25.03,1250.3,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
1.78,1.66,0.66,66.0,CDI,0.0222,25.03,1.25,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
1.54,1.46,0.46,46.0,CDI,0.0222,18.27,1.18,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1.65,1.55,0.55,55.0,CDI,0.0222,21.28,1.21,LCI/LCA 96.05% CDI,15.56,150000.0,113.0
1779.99,1662.99,662.99,66.3,CDI,0.0222,25.03,1250.3,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
1542.14,1460.82,460.82,46.08,CDI,0.0222,18.27,1182.72,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1.78,1.66,0.66,66.0,CDI,0.0222,25.03,1.25,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
7662.21,7262.88,2262.88,45.26,CDI,0.0222,17.98,5899.17,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
7662.21,7262.88,2262.88,45.26,CDI,0.0222,17.98,5899.17,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
13284.35,12791.7,2791.7,27.92,CDI,0.0222,11.63,11163.08,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
8823.69,8250.14,3250.14,65.0,CDI,0.0222,24.61,6230.71,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
8823.69,8250.14,3250.14,65.0,CDI,0.0222,24.61,6230.71,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
10178.75,9401.94,4401.94,88.04,CDI,0.0222,31.71,6585.29,LCI/LCA 96.05% CDI,15.56,120000.0,113.0
7662.21,7262.88,2262.88,45.26,CDI,0.0222,17.98,5899.17,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
8823.69,8250.14,3250.14,65.0,CDI,0.0222,24.61,6230.71,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
10178.75,9401.94,4401.94,88.04,CDI,0.0222,31.71,6585.29,LCI/LCA 96.05% CDI,15.56,120000.0,113.0
77062.99,73003.54,23003.54,46.01,CDI,0.0222,18.25,59122.94,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
66421.74,63958.48,13958.48,27.92,CDI,0.0222,11.63,55815.39,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
66.42,63.96,13.96,27.92,CDI,0.0222,11.63,55.82,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
132.84,127.92,27.92,27.92,CDI,0.0222,11.63,111.63,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1328.43,1279.17,279.17,27.92,CDI,0.0222,11.63,1116.31,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
13284.35,12791.7,2791.7,27.92,CDI,0.0222,11.63,11163.08,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
2054.52,1896.34,896.34,89.63,CDI,0.0222,32.17,1321.75,LCI/LCA 96.05% CDI,15.56,120000.0,113.0
7662.21,7262.88,2262.88,45.26,CDI,0.0222,17.98,5899.17,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1532.44,1452.58,452.58,45.26,CDI,0.0222,17.98,1179.83,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
1329.96,1280.47,280.47,28.05,CDI,0.0222,11.68,1116.8,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1329.96,1280.47,280.47,28.05,CDI,0.0222,11.68,1116.8,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
1329.96,1280.47,280.47,28.05,CDI,0.0222,11.68,1116.8,LCI/LCA 96.05% CDI,15.56,190000.0,113.0
2038.09,1882.37,882.37,88.24,CDI,0.0222,31.76,1317.64,LCI/LCA 96.05% CDI,15.56,120000.0,113.0
20380.87,18823.74,8823.74,88.24,CDI,0.0222,31.76,13176.43,LCI/LCA 96.05% CDI,15.56,120000.0,113.0
17687.94,16534.75,6534.75,65.35,CDI,0.0222,24.73,12472.51,LCI/LCA 96.05% CDI,15.56,140000.0,113.0
15350.82,14548.2,4548.2,45.48,CDI,0.0222,18.06,11806.2,LCI/LCA 96.05% CDI,15.56,160000.0,113.0
2067.37,1917.95,846.7,79.04,CDI,0.0215,28.04,1371.61,LCI/LCA CDI + 1.4%,15.53,130000.0,1.65
2067.37,1917.95,846.7,79.04,CDI,0.0215,28.04,1371.61,LCI/LCA CDI + 1.4%,15.53,130000.0,1.65
2037.77,2037.77,1032.03,102.61,CDI,0.0222,31.53,1322.86,CDB CDI + 1.94%,15.53,120000.0,1.65
2037.77,2037.77,1031.45,102.5,CDI,0.0222,31.5,1323.32,CDB CDI + 1.94%,15.53,120000.0,1.65
1.07,1.06,0.06,6.0,PRÉ,0.0199,2.52,1.03,LCI/LCA 12.01% PRÉ,15.5,230000.0,15.5
7639.03,7243.17,2243.17,44.86,CDI,0.0222,17.87,5893.31,LCI/LCA 95.62% CDI,15.48,160000.0,112.5
6633.83,6388.76,1388.76,27.78,CDI,0.0222,11.63,5581.54,LCI/LCA 95.62% CDI,15.48,190000.0,112.5
7132.96,6813.01,1813.01,36.26,CDI,0.0222,14.83,5741.35,LCI/LCA 95.62% CDI,15.48,180000.0,112.5
7647.76,7250.59,2250.59,45.01,CDI,0.0222,17.98,5899.17,LCI/LCA 95.62% CDI,15.48,160000.0,112.5
7647.76,7250.59,2250.59,45.01,CDI,0.0222,17.98,5899.17,LCI/LCA 95.62% CDI,15.48,160000.0,112.5
6630.05,6344.79,1344.79,26.9,CDI,0.0222,11.61,5580.3,LCI/LCA 92.81% CDI,15.48,190000.0,112.5
1775.46,1659.14,659.14,65.91,CDI,0.0222,25.03,1250.3,LCI/LCA 95.62% CDI,15.48,140000.0,112.5
2047.99,1890.79,890.79,89.08,CDI,0.0222,32.17,1321.75,LCI/LCA 95.62% CDI,15.48,120000.0,112.5
1332.84,1282.92,282.92,28.29,CDI,0.0222,11.83,1118.29,LCI/LCA 95.62% CDI,15.48,190000.0,112.5
1539.19,1458.31,458.31,45.83,CDI,0.0222,18.27,1182.72,LCI/LCA 95.62% CDI,15.48,160000.0,112.5
1539.19,1458.31,458.31,45.83,CDI,0.0222,18.27,1182.72,LCI/LCA 95.62% CDI,15.48,160000.0,112.5
1326.77,1277.75,277.75,27.77,CDI,0.0222,11.63,1116.31,LCI/LCA 95.62% CDI,15.48,190000.0,112.5
1328.28,1279.04,279.04,27.9,CDI,0.0222,11.68,1116.8,LCI/LCA 95.62% CDI,15.48,190000.0,112.5
842918.14,775227.7,383579.19,97.94,CDI,0.0222,34.79,527886.51,LCI/LCA 1.36% CDI,15.47,120000.0,1.6
1836.3,1836.3,826.06,81.77,CDI,0.0222,26.2,1274.95,CDB CDI + 1.88%,15.47,140000.0,1.6
1769.13,1769.13,761.94,75.65,CDI,0.0222,24.53,1254.27,CDB CDI + 1.88%,15.47,140000.0,1.6
2054.1,2054.1,1039.01,102.36,CDI,0.0222,31.59,1335.74,CDB CDI + 1.88%,15.47,120000.0,1.6
842918.14,775261.24,383389.13,97.84,CDI,0.0222,34.76,528070.49,LCI/LCA 1.36% CDI,15.47,120000.0,1.6
2163.43,2163.43,1120.24,107.39,CDI,0.0222,32.85,1385.91,CDB CDI + 1.88%,15.47,120000.0,1.6
1836.32,1836.32,825.49,81.66,CDI,0.0222,26.18,1275.41,CDB CDI + 1.88%,15.47,140000.0,1.6
1769.12,1769.12,761.36,75.55,CDI,0.0222,24.5,1254.7,CDB CDI + 1.88%,15.47,140000.0,1.6
1331.06,1281.4,281.4,28.14,CDI,0.0222,11.8,1118.05,LCI/LCA 95.37% CDI,15.44,190000.0,112.2
1756.89,1643.36,643.36,64.34,CDI,0.0211,23.28,1232.81,LCI/LCA 95.2% CDI,15.41,140000.0,112.0
1756.89,1643.36,643.36,64.34,CDI,0.0211,23.28,1232.81,LCI/LCA 95.2% CDI,15.41,140000.0,112.0
1526.67,1447.67,447.67,44.77,CDI,0.0222,17.92,1179.19,LCI/LCA 95.2% CDI,15.41,160000.0,112.0
1331.9,1282.12,282.12,28.21,CDI,0.0222,11.81,1118.13,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
6629.27,6344.15,1344.15,26.88,CDI,0.0222,11.61,5580.73,LCI/LCA 92.4% CDI,15.41,190000.0,112.0
6633.05,6388.09,1388.09,27.76,CDI,0.0222,11.64,5581.97,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
1326.61,1277.62,277.62,27.76,CDI,0.0222,11.64,1116.39,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
1527.53,1448.4,448.4,44.84,CDI,0.0222,17.94,1179.45,LCI/LCA 95.2% CDI,15.41,160000.0,112.0
1527.53,1448.4,448.4,44.84,CDI,0.0222,17.94,1179.45,LCI/LCA 95.2% CDI,15.41,160000.0,112.0
11527.68,11260.34,1260.34,12.6,CDI,0.0222,5.71,10571.42,LCI/LCA 92.4% CDI,15.41,220000.0,112.0
11527.68,11260.34,1260.34,12.6,CDI,0.0222,5.71,10571.42,LCI/LCA 92.4% CDI,15.41,220000.0,112.0
13251.01,12763.36,2763.36,27.63,CDI,0.0222,11.63,11163.08,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
1.15,1.12,0.12,12.0,CDI,0.0222,5.64,1.06,LCI/LCA 89.6% CDI,15.41,220000.0,112.0
11633.68,10638.63,5638.63,112.77,CDI,0.0222,39.11,6955.4,LCI/LCA 95.2% CDI,15.41,110000.0,112.0
13251.01,12763.36,2763.36,27.63,CDI,0.0222,11.63,11163.08,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
1325.1,1276.34,276.34,27.63,CDI,0.0222,11.63,1116.31,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
6659.5,6410.58,1410.58,28.21,CDI,0.0222,11.85,5592.72,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
2022.99,1869.54,869.54,86.95,CDI,0.0222,31.71,1317.06,LCI/LCA 95.2% CDI,15.41,120000.0,112.0
1325.1,1276.34,276.34,27.63,CDI,0.0222,11.63,1116.31,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
17709.35,16552.95,6552.95,65.53,CDI,0.0222,25.03,12503.05,LCI/LCA 95.2% CDI,15.41,140000.0,112.0
20438.0,18872.3,8872.3,88.72,CDI,0.0222,32.23,13223.37,LCI/LCA 95.2% CDI,15.41,120000.0,112.0
19035.64,17680.3,7680.3,76.8,CDI,0.0222,28.61,12861.02,LCI/LCA 95.2% CDI,15.41,130000.0,112.0
1151.46,1124.95,124.95,12.5,CDI,0.0222,5.67,1056.67,LCI/LCA 92.4% CDI,15.41,220000.0,112.0
1771.15,1655.48,655.48,65.55,CDI,0.0222,25.03,1250.3,LCI/LCA 1.32% CDI,15.41,140000.0,1.55
2041.48,1885.26,885.26,88.53,CDI,0.0222,32.17,1321.75,LCI/LCA 95.2% CDI,15.41,120000.0,112.0
1770.93,1655.29,655.29,65.53,CDI,0.0222,25.03,1250.3,LCI/LCA 95.2% CDI,15.41,140000.0,112.0
1330.39,1280.83,280.83,28.08,CDI,0.0222,11.8,1118.05,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
2.35,2.15,1.15,115.0,CDI,0.0222,39.73,1.4,LCI/LCA 95.2% CDI,15.41,110000.0,112.0
2.04,1.89,0.89,89.0,CDI,0.0222,32.17,1.32,LCI/LCA 95.2% CDI,15.41,120000.0,112.0
1330.39,1280.83,280.83,28.08,CDI,0.0222,11.8,1118.05,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
1.42,1.36,0.36,36.0,CDI,0.0222,14.83,1.15,LCI/LCA 95.2% CDI,15.41,180000.0,112.0
1771.15,1655.48,655.48,65.55,CDI,0.0222,25.03,1250.3,LCI/LCA 1.32% CDI,15.41,140000.0,1.55
2.35,2.15,1.15,115.0,CDI,0.0222,39.73,1.4,LCI/LCA 95.2% CDI,15.41,110000.0,112.0
2.04,1.89,0.89,89.0,CDI,0.0222,32.17,1.32,LCI/LCA 95.2% CDI,15.41,120000.0,112.0
1.42,1.36,0.36,36.0,CDI,0.0222,14.83,1.15,LCI/LCA 95.2% CDI,15.41,180000.0,112.0
1770.93,1655.29,655.29,65.53,CDI,0.0222,25.03,1250.3,LCI/LCA 95.2% CDI,15.41,140000.0,112.0
1330.39,1280.83,280.83,28.08,CDI,0.0222,11.8,1118.05,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
2041.48,1885.26,885.26,88.53,CDI,0.0222,32.17,1321.75,LCI/LCA 95.2% CDI,15.41,120000.0,112.0
1330.39,1280.83,280.83,28.08,CDI,0.0222,11.8,1118.05,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
13251.01,12763.36,2763.36,27.63,CDI,0.0222,11.63,11163.08,LCI/LCA 95.2% CDI,15.41,190000.0,112.0
